iter	RMSE
247	0.2803037405
248	0.2801586894
249	0.2801023765
250	0.2797681194
251	0.2794919279
252	0.2792876499
253	0.2791949317
254	0.2789816281
255	0.2788963121
256	0.2788089994
257	0.278473505
258	0.2783276797
259	0.2780855164
260	0.2780428291
261	0.2779412671
262	0.2778276969
263	0.2777628702
264	0.2774308482
265	0.2773717512
266	0.2772771817
267	0.2771936831
268	0.2770628029
269	0.2770053095
270	0.2767730693
271	0.2767216472
272	0.2761793359
273	0.276112972
274	0.2760470819
275	0.2754973193
276	0.2753054686
277	0.2752542842
278	0.2751862335
279	0.2749411313
280	0.2747865392
281	0.2747242367
282	0.2744638848
283	0.274327381
284	0.2742606904
285	0.2737535714
286	0.2733697117
287	0.2728478165
288	0.2727793513
289	0.2722085886
290	0.2721333048
291	0.2719560731
292	0.2718511477
293	0.2712345728
294	0.2709300361
295	0.2704833282
296	0.2702183215
297	0.2697272436
298	0.2696065711
299	0.2695386774
300	0.2693188937
301	0.2691700316
302	0.2690876993
303	0.2687342159
304	0.268416796
305	0.268234532
306	0.2678620354
307	0.2674896894
308	0.2671618067
309	0.2670727209
310	0.2667961028
311	0.2664937762
312	0.2662655312
313	0.2657698805
314	0.2657280724
315	0.2652559738
316	0.2651342726
317	0.2649897775
318	0.2645901947
319	0.2645344642
320	0.2643571193
321	0.2640439521
322	0.2636361811
323	0.2633066685
324	0.2631580422
325	0.2631335102
326	0.2630799347
327	0.2630164816
328	0.2628927375
329	0.2625374084
330	0.2625081854
331	0.2623971647
332	0.2623810184
333	0.2621700906
334	0.2620610563
335	0.2619856226
336	0.2618784566
337	0.2616396418
338	0.2614897724
339	0.2613651379
340	0.2612952425
341	0.2610770275
342	0.2605523148
343	0.2601820882
344	0.2598908155
345	0.259656873
346	0.2595581569
347	0.2594073453
348	0.2593328257
349	0.2591291734
350	0.2590521
351	0.2589088859
352	0.2586183906
353	0.2582617452
354	0.2580151099
355	0.2575093935
356	0.2572569682
357	0.256855108
358	0.2564262466
359	0.2563661907
360	0.2556959092
361	0.2556586615
362	0.2554633242
363	0.2552039494
364	0.2548343157
365	0.2547765524
366	0.2543979242
367	0.2540719387
368	0.2539597382
369	0.2539217418
370	0.2538530911
371	0.253792197
372	0.2537672109
373	0.2537358226
374	0.2533648523
375	0.2531837047
376	0.2529451582
377	0.2527562679
378	0.2523538301
379	0.2522859854
380	0.2517898714
381	0.2514676833
382	0.2510791317
383	0.2509861111
384	0.2505083396
385	0.2503977263
386	0.2501364455
387	0.2500490543
388	0.2494671134
389	0.249088458
390	0.2489567378
391	0.2485987416
392	0.2484832305
393	0.2481738562
394	0.247855657
395	0.2477647977
396	0.2476246796
397	0.2473066997
398	0.2468857426
399	0.2467324214
400	0.246587895
401	0.246396036
402	0.2460923744
403	0.2459524362
404	0.2457328345
405	0.2455701422
406	0.245524102
407	0.2454725848
408	0.2447895405
409	0.2445404386
410	0.2441939916
411	0.2440867332
412	0.2436794562
413	0.2433254465
414	0.2430611691
415	0.2429901091
416	0.2428401538
417	0.2426420341
418	0.2423042336
419	0.2422910616
420	0.242167141
421	0.2421011763
422	0.2415808749
423	0.2414260521
424	0.2413911524
425	0.2410323314
426	0.2406539998
427	0.2405567977
428	0.2403019432
429	0.240243308
430	0.2401527095
431	0.2400319691
432	0.2399843909
433	0.2398034818
434	0.2396564165
435	0.2394884622
436	0.2391338583
437	0.2390615192
438	0.238967922
439	0.2388422593
440	0.2386485204
441	0.2385946177
442	0.2383478536
443	0.2381113701
444	0.237836142
445	0.2373965051
446	0.2372999894
447	0.2371905821
448	0.2368006253
449	0.2367569497
450	0.2364753141
451	0.236397402
452	0.2362662134
453	0.2360707712
454	0.235917325
455	0.2356480947
456	0.2353994919
457	0.2353500009
458	0.2351054713
459	0.2347278989
460	0.2345148874
461	0.2344519238
462	0.2342562215
463	0.2338136916
464	0.2337302135
465	0.2335580945
466	0.2332397768
467	0.2330967504
468	0.2330041872
469	0.2328215117
470	0.2322832291
471	0.2322383406
472	0.2320223939
473	0.2319321991
474	0.2314827974
475	0.2314654877
476	0.2312665659
477	0.2312528388
478	0.2312287186
479	0.2311123009
480	0.2310726128
481	0.2307628335
482	0.2307232776
483	0.2307078925
484	0.2305720381
485	0.2304046855
486	0.2302545831
487	0.2300544179
488	0.2299374642
489	0.229759836
490	0.2297227858
491	0.2295387681
492	0.2294755194
493	0.2291068763
494	0.2288766398
495	0.2285962376
496	0.2285373833
497	0.2281814481
498	0.2280434556
499	0.2277402726
500	0.2276938445
501	0.2273688497
502	0.2269343048
503	0.2264672515
504	0.2264510024
505	0.2261421645
506	0.225997606
507	0.2259137973
508	0.2257882451
509	0.2253734645
510	0.2249435744
511	0.2248359019
512	0.2247861076
513	0.2245720304
514	0.2244397296
515	0.2243542294
516	0.2241996921
517	0.2241632538
518	0.2239349992
519	0.2238839806
520	0.2235136256
521	0.223491277
522	0.2232714539
523	0.2232304971
524	0.2229588662
525	0.2228300809
526	0.2226274769
527	0.2223600277
528	0.2222424824
529	0.2221895815
530	0.2216352674
531	0.2212763568
532	0.2211245836
533	0.2207214709
534	0.2204113057
535	0.2203039812
536	0.2200901106
537	0.2198518069
538	0.2197865764
539	0.2197030265
540	0.2196123091
541	0.2195240555
542	0.2193326186
543	0.2192606868
544	0.2191780947
545	0.2188380018
546	0.2187933954
547	0.2186244225
548	0.2184845418
549	0.2184369952
550	0.2180896474
551	0.2180810308
552	0.2178055558
553	0.2177284356
554	0.2176866364
555	0.2172766875
556	0.2172224827
557	0.2171443136
558	0.2171002384
559	0.2167620072
560	0.216673902
561	0.2163949022
562	0.2162884274
563	0.2161594203
564	0.2159621938
565	0.2159441149
566	0.215876452
567	0.2156965729
568	0.2156478048
569	0.215554315
570	0.2154947175
571	0.2152019519
572	0.2150829272
573	0.2149135687
574	0.2148213992
575	0.2146066204
576	0.214545911
577	0.2143022559
578	0.2140572381
579	0.2138424426
580	0.2135933402
581	0.2134658334
582	0.2130974981
583	0.213008317
584	0.2128047229
585	0.2127274646
586	0.2126066563
587	0.2125167719
588	0.2121353352
589	0.2120926263
590	0.2120610232
591	0.2120450366
592	0.2120299271
593	0.2118774643
594	0.2118239699
595	0.211475886
596	0.2114209172
597	0.2113620078
598	0.2112274087
599	0.2109903754
600	0.210943167
601	0.2109124978
602	0.2108662609
603	0.2107984361
604	0.2105638291
605	0.2103998876
606	0.2103254523
607	0.2101969284
608	0.2100682769
609	0.2097698785
610	0.2096920341
611	0.2095456576
612	0.2094080417
613	0.2091598326
614	0.2090748073
615	0.2089031816
616	0.2086526209
617	0.2084227068
618	0.2082366917
619	0.2080708335
620	0.2080349885
621	0.2078917348
622	0.2075595476
623	0.2072927771
624	0.2072546659
625	0.207180133
626	0.2070728905
627	0.2065650143
628	0.2062598272
629	0.2060844746
630	0.2057744168
631	0.2056160707
632	0.2054355007
633	0.2052283471
634	0.2048606972
635	0.2048171792
636	0.2048045141
637	0.204310391
638	0.2040384555
639	0.203914809
640	0.2036801709
641	0.2033995824
642	0.2032399598
643	0.2031066729
644	0.2030102056
645	0.2028483997
646	0.2027828347
647	0.2026764097
648	0.2023804746
649	0.2023489927
650	0.201999688
651	0.2017630367
652	0.2016910188
653	0.201428543
654	0.2013240049
655	0.2012227287
656	0.2012035965
657	0.2011195257
658	0.2010391474
659	0.2008465405
660	0.2006484849
661	0.2006213418
662	0.2003726452
663	0.2002935654
664	0.2001369979
665	0.1998222199
666	0.1995694729
667	0.1993587271
668	0.1990096389
669	0.1988762315
670	0.1987832803
671	0.1984378227
672	0.1982808053
673	0.1982178471
674	0.1981846766
675	0.1981407628
676	0.1980708364
677	0.1979027153
678	0.1978213432
679	0.1978084936
680	0.1977731344
681	0.1977527649
682	0.1977129815
683	0.197662788
684	0.1974191833
685	0.1972925167
686	0.1971035483
687	0.1967749683
688	0.1966844656
689	0.1966226401
690	0.19659111
691	0.1962575432
692	0.1959387198
693	0.1956106994
694	0.1955957192
695	0.1953446049
696	0.1953122759
697	0.1953014575
698	0.1951965791
699	0.1951746839
700	0.1948581992
701	0.1946411562
702	0.1943969483
703	0.1942794308
704	0.1940707617
705	0.1938724454
706	0.193700009
707	0.1936488802
708	0.1935072439
709	0.1934702269
710	0.1931805329
711	0.1931273143
712	0.1928832135
713	0.1926006697
714	0.1925425004
715	0.1922487306
716	0.1921224995
717	0.1920648264
718	0.1918017243
719	0.1917739923
720	0.1916352859
721	0.1913660461
722	0.1913289934
723	0.1910434647
724	0.1908465259
725	0.1907443302
726	0.190592048
727	0.1905768021
728	0.1904948983
729	0.1904160025
730	0.1901650417
731	0.1899825964
732	0.1898202689
733	0.1895439064
734	0.1893979316
735	0.1890931976
736	0.1890391984
737	0.1888259059
738	0.1887198025
739	0.188383048
740	0.1882652999
741	0.188158103
742	0.18795661
743	0.1877829806
744	0.187738586
745	0.1874407688
746	0.1873579719
747	0.1873197594
748	0.187109433
749	0.1869736856
750	0.1869686443
751	0.1867175676
752	0.1865858572
753	0.1864754232
754	0.1864649682
755	0.1864087555
756	0.1863162874
757	0.1863113866
758	0.1861787374
759	0.1860815445
760	0.1858460464
761	0.1856788393
762	0.1856016308
763	0.1853432698
764	0.1853040555
765	0.1850412304
766	0.1849591409
767	0.1848189677
768	0.184511113
769	0.1843255704
770	0.1841941185
771	0.1841373736
772	0.1839053455
773	0.1837022875
774	0.1836484889
775	0.1835774111
776	0.1835328832
777	0.1834921357
778	0.1831921577
779	0.1831480526
780	0.1830264333
781	0.1827979869
782	0.1826202448
783	0.1823085152
784	0.1820561722
785	0.1819956981
786	0.1818656999
787	0.1817677765
788	0.1815869714
789	0.181482401
790	0.1814127258
791	0.1813802108
792	0.1812229868
793	0.1812163358
794	0.1811979534
795	0.1810795687
796	0.1809636133
797	0.1807221865
798	0.1806497624
799	0.1803983867
800	0.180269053
801	0.1801866041
802	0.1800754589
803	0.1798895043
804	0.1797762469
805	0.1796945707
806	0.1794218933
807	0.1793852438
808	0.1790959849
809	0.1789742265
810	0.1789096665
811	0.1788200563
812	0.178810221
813	0.178598295
814	0.1785421835
815	0.1785393746
816	0.1785055464
817	0.1783384994
818	0.1781947075
819	0.1781703177
820	0.1780892679
821	0.1778722299
822	0.1777091011
823	0.1776650733
824	0.1776536135
825	0.1776222556
826	0.1775154174
827	0.1774901808
828	0.1773894166
829	0.1773131837
830	0.1771850758
831	0.1769539308
832	0.1767376626
833	0.1764841979
834	0.1762940965
835	0.1762709467
836	0.1760867085
837	0.1760077796
838	0.1758950949
839	0.1757646498
840	0.1755940259
841	0.1754465419
842	0.1753983474
843	0.175210198
844	0.1750684366
845	0.174965621
846	0.1748080864
847	0.1745288482
848	0.1745205913
849	0.1743937185
850	0.1743529393
851	0.174240401
852	0.17411536
853	0.1739570244
854	0.1737043283
855	0.1736075091
856	0.1732298245
857	0.1731418346
858	0.172943241
859	0.172809154
860	0.1725715954
861	0.1725361968
862	0.1723843342
863	0.172251525
864	0.1721314266
865	0.1720532472
866	0.1720287333
867	0.1719884822
868	0.1719611122
869	0.1719083039
870	0.1718768926
871	0.1718075332
872	0.1716576934
873	0.1715045513
874	0.1713541842
875	0.1713256631
876	0.1711595369
877	0.1710466262
878	0.1709355261
879	0.1706866184
880	0.1705148477
881	0.1703587808
882	0.1702040894
883	0.1701549696
884	0.1701096544
885	0.1700231361
886	0.1697696009
887	0.1697179565
888	0.1696857984
889	0.1695743047
890	0.1695174666
891	0.1694837266
892	0.1694492574
893	0.1694391623
894	0.1692933057
895	0.1690199994
896	0.168988426
897	0.1689022197
898	0.1687539733
899	0.1686988555
900	0.1686684436
901	0.1686524498
902	0.1685461263
903	0.1684756571
904	0.168361342
905	0.1681837909
906	0.1680914708
907	0.1678110454
908	0.1677181908
909	0.1675330845
910	0.1672804627
911	0.1670498093
912	0.1669365999
913	0.166897143
914	0.166836157
915	0.1668026044
916	0.1666341755
917	0.1665535619
918	0.166479397
919	0.1664421054
920	0.166303104
921	0.1661403727
922	0.1661195475
923	0.1658038137
924	0.1657227539
925	0.1655903494
926	0.1655521894
927	0.1654666858
928	0.1654154599
929	0.1651752997
930	0.1648497837
931	0.1646648216
932	0.1646556211
933	0.1644866844
934	0.1644780793
935	0.1644320106
936	0.1643869005
937	0.1642350413
938	0.1641252036
939	0.1640851897
940	0.1639736898
941	0.1638461318
942	0.1637100478
943	0.1636395191
944	0.1635901339
945	0.1635586217
946	0.1635104226
947	0.1633780747
948	0.1632546939
949	0.1630755892
950	0.1630088443
951	0.1629350508
952	0.1628116376
953	0.1627372103
954	0.162660767
955	0.1626079605
956	0.1624391665
957	0.1622958344
958	0.1621764486
959	0.1621268379
960	0.1620122568
961	0.1618574628
962	0.1616985338
963	0.1616691734
964	0.1616271143
965	0.1615097966
966	0.1613928929
967	0.1612633324
968	0.1612508233
969	0.1612046177
970	0.1611024656
971	0.1609829356
972	0.1609785139
973	0.1607765903
974	0.1607495717
975	0.1607437474
976	0.160630684
977	0.1606026868
978	0.1604156582
979	0.1604009703
980	0.1602859261
981	0.1602362413
982	0.1600906537
983	0.1597612527
984	0.159395128
985	0.1592365249
986	0.1590832849
987	0.1589775885
988	0.1589572555
989	0.1589074581
990	0.1587514604
991	0.1586332839
992	0.1584512251
993	0.1583394238
994	0.158200831
995	0.1579815528
996	0.1577634815
997	0.1576630757
998	0.1576038773
999	0.1575777704
9	0.166007859
